,Names,Country,Year,Links
212,Ferbuel S.A.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/11/2020_Informe-Publico_Ferbuel-S.A..pdf
213,Rafael Alfredo Peralta Rodriguez,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/11/2020_Informe-Publico_Rafael-Alfredo-Peralta-Rodriguez.pdf
214,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/11/2020_Informe-Publico_Cerquality-Consultoria-em-Sustentabilidade-e-Certificacao-LTDA-Grupo-III.pdf
215,Orly S.A.C.I.F.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/11/2020_Informe-Publico_Orly-SACIF.pdf
216,Agricola Xingu S.A,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/10/2020_Informe-Publico_Agricola-Xingu-S.A..pdf
217,Agrícola Magdalena SRL – Famiglia Ross,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/10/2020_Informe-Publico_Agricola-Magdalena-S.R.L..pdf
218,Garmat S.A.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/10/2020_Informe-Publico_Garmat-S.A..pdf
219,Caldenes S.A.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/10/2020_Informe-Publico_Caldenes-S.A..pdf
220,Desarrollo Agricola del Paraguay S.A.,Paraguay ,2020,https://responsiblesoy.org/wp-content/uploads/2020/09/2020_Informe-Publico_Desarrollo-Agricola-del-Paraguay-S.A..pdf
221,Grupo Reinhofer,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/09/2020-_-Informe-Publico_Grupo_Reinhofer.pdf
222,Agrex do Brasil S.A.,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/09/2020_Informe-Publico_Agrex-do-Brasil-S.A..pdf
223,SAAG Comercial Exportadora Ltda. non-GMO,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/08/2020_Informe-Publico_SAAG-Comercial-Exportadora-Ltda.-no-GMO.pdf
224,SAAG Comercial Exportadora Ltda.,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/08/2020_Informe-Publico_SAAG-Comercial-Exportadora-Ltda..pdf
225,Provinvest S.A.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/08/2020_Informe-Publico_Provinvest-S.A..pdf
226,Tecnocampo S.A. non-GMO,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/08/2020_Informe-Publico_Tecnocampo-S.A.-no-GMO.pdf
227,Tecnocampo S.A.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/08/2020_Informe-Publico_Tecnocampo-S.A..pdf
228,Adeco Agropecuaria S.A.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/08/2020_Informe-Publico_Adeco-Agropecuaria-S.A..pdf
229,El Progreso de Rawson S.A.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/08/2020_Informe-Publico_El-Progreso-de-Rawson-S.A..pdf
230,El Progreso de Rawson - Non GMO,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/08/2020_Informe-Publico_El-Progreso-de-Rawson-S.A.-no-GMO.pdf
231,Arvind Limited,India ,2020,https://responsiblesoy.org/wp-content/uploads/2020/07/2020_Informe-Publico_Arvind-Limited.pdf
232,Amaggi Commodities EU RED,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2021/03/2020_Informe-Publico_Amaggi-Commodities-EU-RED-2-5.pdf
233,FAPCEN III,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/07/2020_Informe-Publico_FAPCEN-Grupo-III.2.pdf
234,FAPCEN,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/07/2020_Informe-Publico_FAPCEN-Grupo-I.pdf
235,Fazendas Bartira,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/07/2020_Informe-Publico_Fazenda-Bartira.pdf
236,La Providencia Agrícola Ganadera S.R.L.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/07/2020_Informe-Publico_La-Providencia-Agricola-Ganadera-S.R.L..pdf
237,Kimex S.R.L.,Paraguay ,2020,https://responsiblesoy.org/wp-content/uploads/2020/07/2020_Informe-Publico_Kimex-S.R.L..pdf
238,Paraguay Agricultural Corporation S.A.,Paraguay ,2020,https://responsiblesoy.org/wp-content/uploads/2020/06/2020_Informe-Publico_Paraguay-Agricultural-Corporation-S.A..pdf
239,Aceitera General Deheza S.A.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/06/2020_Informe-Publico_Aceitera-General-Deheza-S.A..pdf
240,Planisferio S.A.,Argentina ,2020,https://responsiblesoy.org/wp-content/uploads/2020/06/2020_Informe-Publico_Planisferio-S.A..pdf
241,Zubiaurre S.A,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/06/2019_Informe-Publico_Zubiaurre-S.A..pdf
242,Francisco Sellart,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/06/2019_Informe-Publico_Francisco-Sellart-S.A..pdf
243,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/06/2020_Informe-Publico_-Cerquality-Consultoria-em-Sustentabilidade-e-Certificacao-LTDA-Grupo-I.pdf
244,Agrosoy S.A.,Paraguay ,2020,https://responsiblesoy.org/wp-content/uploads/2020/06/2020_Informe-Publico_AgroSoy-S.A..pdf
245,Magnano Pablo Fabian,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/04/2019_Informe-Publico_Magnano-Pablo-Fabian.pdf
246,Louis Dreyfus Company – LDC Sorriso,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/04/2019_Informe-Publico_Louis-Dreyfus-Company-–-LDC-Sorriso.pdf
247,Associação Clube Amigos da Terra CAT Sorriso,,2019,https://responsiblesoy.org/wp-content/uploads/2020/04/2019_Informe-Publico_Associação-Clube-Amigos-da-Terra-CAT-Sorriso.pdf
248,Agrex do Brasil S.A.,Brazil ,2018,https://responsiblesoy.org/wp-content/uploads/2020/04/2018_Informe-Publico_Agrex-do-Brasil.pdf
249,Mahaveer Udhyog,India ,2020,https://responsiblesoy.org/wp-content/uploads/2020/04/2020-RTRS-CUC-Mahaveer-Udhyog-1.pdf
250,GGF - Guerino Ferrarin e Outros,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_GGF-Guerio-Ferrarin-e-Outros-4.pdf
251,O Telhar Agropecuária LTDA,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_O-Telhar-Agropecuaria-LTDA.pdf
252,Nogalnotte S.A.,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Nogalnotte-S.A.-1.pdf
253,Zubiaurre S.A.,Argentina ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Zubiaurre-3.pdf
254,ORLY S.A.C.I.F.,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_ORLY-SACIF.pdf
255,Tecnocampo,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Tecnocampo-1.pdf
256,Suri Yaco SRL,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Suriyaco.pdf
257,SLC Agricola SA,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2021/03/2019-SLC-Informe-1.pdf
258,Sinograin,China ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Sinograin.pdf
259,San Felix S.A,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-publico_San-Felix-SA-1.pdf
260,Saag Comercial Exportadora Ltda,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Saag-Comercial-Exportadora-Ltda.pdf
261,Rafael Peralta Rodriguez,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Rafael-Peralta-Rodriguez-1.pdf
262,Provinvest,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Provinvest-1.pdf
263,Pradoten S.A.,Uruguay ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Pradoten-S.A..pdf
264,Planisferio,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Planisferio.pdf
265,Paraguay Agriculture Corporation S.A.,Paraguay ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Paraguay-Agriculture-Corporation-S.A..pdf
266,Los Grobo Agropecuaria,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Los-Grobo-Agropecuaria-1.pdf
267,Labracero SRL,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Labracero-SRL-1.pdf
268,La Providencia Agricola Ganadera,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_La-Providencia-Agricola-Ganadera-SRL.pdf
269,Kinewen,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Kiñewen-S.A..pdf
270,GGF-Guerio Ferrarin e Outros,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_GGF-Guerio-Ferrarin-e-Outros-1.pdf
271,Ferias del Norte S.A.C.I.A.,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Ferias-del-Norte-1.pdf
272,Ferbuel S.A.,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Ferbuel-S.A..pdf
273,Fazendas Bartira,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Fazendas-Bartira.pdf
274,Fazenda Nossa Senhora Aparecida,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Fazenda-Nossa-Senhora-Aparecida.pdf
275,FAPCEN,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_FAPCEN-1.pdf
276,Espartina,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Espartina-1.pdf
277,El Progreso Rawson,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_El-Progreso-de-Rawson.pdf
278,Don Osvaldo,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Don_Osvaldo-SA.pdf
279,Don Pio SRL,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Don-Pio-S.R.L..pdf
280,Dechamps Antoine Jean Marie,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Dechamps-Antoine-Jean-Marie.pdf
281,Cytasa,Paraguay ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-publico_Cytasa-1.pdf
282,Cusillos,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Cusillos.pdf
283,CRESOL Estrada de Ferro,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_CRESOL.pdf
284,Compañia Agroindustrial La Oriental,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Compañia-Agroindustrial-La-Oriental.pdf
285,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Cerquality.pdf
286,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Cataratas-do-Iguacu-Produtos-Organicos-Ltda-Gebana-Brasil-1.pdf
287,Caldenes S.A,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Caldenes-S.A..pdf
288,Bom Jesus Agropecuaria LTDA Fazenda Mirandopolis,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Bom-Jesus-Agropecuaria-LTDA-Fazenda-Mirandopolis.pdf
289,Associação Amigos da Terra II 2019,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Associação-Amigos-da-Terra-II.pdf
290,Amaggi EU RED 2,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Amaggi-EU-RED-2.pdf
291,Amaggi Commodities,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Amaggi-Commodities.pdf
292,Amaggi Commodities EU RED,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Amaggi-Commodities-EU-RED.pdf
293,Alianca da Terra Grupo IV,Brazil ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Alianca-da-Terra-Grupo-IV.pdf
294,Agrosoy,Paraguay ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Agrosoy-1.pdf
295,Agroalas SRL 2019,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Agroalas-SRL.pdf
296,Agricola Magdalena,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Agricola-Magdalena-1.pdf
297,Administración Enrique Duhau,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_Administracion-Enrique-Duhau-1.pdf
298,Garmat S.A,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_-Garmat.pdf
299,Desarrollo Agricola del Paraguay - DAP,Paraguay ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_-Desarrollo-Agricola-del-Paraguay.pdf
300,Aceitera General Deheza,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_Informe-Publico_-Aceitera-General-Deheza-1.pdf
301,Adeco Agropecuaria S.A.,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_-Informe-Publico_Adeco-Agropecuaria-S.A.-1.pdf
302,Agriland Investments S.A.,Argentina ,2019,https://responsiblesoy.org/wp-content/uploads/2020/03/2019_-Informe-Publico_-Agriland-Investments-SA.pdf
303,Zubiarrube 2018,Argentina ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Zubiaurre-1.pdf
304,Terra Santa Agro 2018,Brazil ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Terra-Santa-Agro.pdf
305,San José del Oeste S.A.,Argentina ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_San-Jose-del-Oeste-1.pdf
306,Pradoten S.A 2018,Uruguay ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Pradoten-SA.pdf
307,Nogalnotte S.A,Argentina ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Nogalnotte.pdf
308,Monte Ovejero SCA,Argentina ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Monte-Ovejero-SCA-1.pdf
309,Kiñewen,Argentina ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Kiñewen.pdf
310,Kimex,Paraguay ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-publico_Kimex-2.pdf
311,Grupo Reinhofer,Brazil ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Grupo-Reinhofer-1.pdf
312,Francisco Sellart 2018,Argentina ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Francisco-Sellart.pdf
313,Ferbuel,Argentina ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Ferbuel-3.pdf
314,Fazenda Agricola Dourado S.A 2018,Brazil ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Fazenda-Agricola-Dourado-SA.pdf
315,Don Pio SRL,Argentina ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Don-Pio-SRL.pdf
316,CerQualiti Grupo III 2018,Brazil ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Cerquality-Grupo-II.pdf
317,Associação Amigos da Terra - Grupo III,Brazil ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Associação-Amigos-da-Terra-Grupo-III.pdf
318,Arvind Limited,India ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Arvind-Limited.pdf
319,Amaggi Commodities,Brazil ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Amaggi-Commodities.pdf
320,Amaggi Commodities EU RED,Brazil ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_Amaggi-Commodities-EU-RED.pdf
321,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Paraguai - 2020,Paraguay ,2020,https://responsiblesoy.org/wp-content/uploads/2020/03/2020_Informe-Publico_-Cataratas-do-Iguacu-Produtos-Organicos-Ltda-Gebana-Paraguai-2.pdf
322,FAPCEN Grupo III,Brazil ,2020,https://responsiblesoy.org/wp-content/uploads/2020/03/2020_Informe-Publico_FAPCEN-Grupo-III-2.pdf
323,The Delong Co - 2018,United States ,2018,https://responsiblesoy.org/wp-content/uploads/2020/03/2018_Informe-Publico_-The-Delong-Co-3.pdf
